bibtex_key,title,author,journal,year,source,pages,volume,abstract,document_type,doi,url,affiliation,author_keywords,keywords,publisher,issn,language,note,selection_criteria,created_at,updated_at,created_by,updated_by,status,comments
,"Correction to: Artificial Intelligence and Learning Analytics in Teacher Education: A Systematic Review (Education Sciences, (2022), 12, 8, (569), 10.3390/educsci12080569)","Salas-Pilco, Sdenka Zobeida and Xiao, Kejiang and Hu, Xinyun",Education Sciences,2023,Scopus,,13,"There was an error in the original publication [1]. The authors have requested changes be made to the published paper as they describe Taiwan as a country in the article and hope to change the description to “Country/Region” and “China Taiwan”. A correction has been made to the first paragraph of Section 3. Results and Table 2: This review includes 30 studies based in 16 countries/regions, with the following distribution: Canada (3), China (8), Estonia (1), Germany (3), India (1), Indonesia (1), Japan (1), Korea (1), Malaysia (1), Morocco (1), Portugal (1), Rwanda (1), Spain (1) China Taiwan (1), Turkey (2), USA (3). The analysis guided by the research questions provides some insights into the impact of AI and LA on teacher education. Summary of the studies included in this review. Knowledge elaboration (K): discussion of topics and posts Behavior patterns (B): posting frequency; posts’ content Social interaction (S): network density, network cohesion, and network interactions Moodle platform LA dashboard Knowledge–Behavior–Social Dashboard tool (KBSD) DigComp framework (five dimensions): information and data literacy, communication and collaboration, digital content creation, safety, and problem solving AI tools: K-means clustering Video discourse data: number of words; number of turns; teacher–student turn-taking patterns Visualizing talk strategies: elaborating, reasoning, listening, and thinking with others Classroom discourse analyzer (CDA) is a VLA tool that automatically extracts and visualizes low-inference discourse information Short essays (500-word reflection) about the experience of solving a block-based visual programming scenario were analyzed Moodle platform Latent Dirichlet Allocation library in Python. Code.org Number of sessions, duration, number of actions, etc. Content access, content revision, discussion, assessment, help-seeking, and search MOOC R package AI tools: Expectation-maximization (EM) algorithm; Bayesian information criterion (BIC); TraMineR Access features: location, date, time, and regularity (average number of logins/week) Content features: screencasts; quizzes Moodle platform Video-based speech features: content, speech organization, appropriate word usage, proper etiquette, correct enunciation, fluent prosody, timing control Supervised algorithms: support-vector machine (SVM) classifier, logistic regression, random forests, and gradient-boosted decision trees Class, group, and individual work Student modalities: reading, writing, listening, and speaking Material: extended, minimal, native, or non-native Video on the ePortfolio in Moodle AI mobile communicative orientation of language teaching (COLT) scheme Discourse data: recordings of classroom conversations. Included variables: specificity, instructional talk, authentic questions, dialogic, cognitive level Random forests (RF) classifier and regression IBM Watson AI speech recognizer User action data: time, full names, event context, components, event names, activity, IP address and origin Performance data: grades Moodle platform R software Trustworthiness (0–100), novelty, and usefulness Actionability and receiving new information Level of experience CoTrack: a Raspberry-Pi-based prototype with microphones CoTrack’s dashboard showing speaking time and social networks Etherpad Discourse data and reflection elements: PSTs’ attitudes, experiences, device preferences, comments about the interface, and content and technical issues SimInClass: an AI-based-simulated virtual classroom Google Classroom learning platform Performance: GPA, math grade, TIMSS, age, gender, federal state, school type, type of student AI tools: SVM, LR, LR with elastic net regularization, and tree-based methods Behavior patterns: recordings of PSTs’ viewing a 360 degrees video with students’ actions Short writings: PSTs select one pivotal moment and explain why it is significant AI tools: machine learning algorithm Digital competence areas: Personal: age, gender, teachi",Erratum,10.3390/educsci13090897,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172161101&doi=10.3390%2feducsci13090897&partnerID=40&md5=f0d184858c5cd1fcbc0b9402af0a2458,,,,Multidisciplinary Digital Publishing Institute (MDPI),22277102,English,"Cited by: 0; All Open Access, Gold Open Access",Não é um artigo,"45588,9519212963","45591,5452546296",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Evaluating Learning Analytics of Adaptive Learning Systems: A Work in Progress Systematic Review,"Tretow-Fish, Tobias Alexander Bang and Khalid, Md. Saifuddin","Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",2022,Scopus,37 – 52,435 LNICST,"There is currently no systematic overview of methods for evaluating Learning Analytics (LA) and Learning Analytics Dashboards (LAD) of Adaptive Learning Platforms (ALPs). 10 articles and 2 reviews are analyzed and synthesized. Focusing on the purposes of evaluation, methods used in the studies are grouped into five categories (C1-5): C1) evaluation of LA and LAD design and framework, C2) evaluation of performance with LA and LAD, C3) evaluation of adaptivity functions of the system, C4) evaluation of perceived value, and C5) Evaluation of pedagogical and didactic theory/context. While there is a relative high representation of evaluations in the C1-C4 categories of methods, which contribute to the design and development of the interaction and interface design features, the C5 category is not represented. The presence of pedagogical and didactical theory in the LA, LAD, and ALPs is lacking. Though traces of pedagogical theory is present none of the studies evaluates on its impact. © 2022, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.",Conference paper,10.1007/978-3-031-06675-7_3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131941380&doi=10.1007%2f978-3-031-06675-7_3&partnerID=40&md5=1f6f62698fa9028b553174c667cf4798,,Adaptive learning platforms; Evaluation; Learning analytics,Learning systems; Adaptive learning; Adaptive learning platform; Adaptive learning systems; Evaluation; Evaluation methods; Learning analytic; Learning platform; Performance; Synthesised; Systematic Review; E-learning,Springer Science and Business Media Deutschland GmbH,18678211,English,"Cited by: 3; Conference name: 6th EAI International Conference on Design, Learning, and Innovation, DLI 2021; Conference date: 10 December 2021 through 11 December 2021; Conference code: 278319",Estudo duplicado (descartado pois foi escolhido o texto mais recente e completo),"45588,9519212963","45591,551875",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,"Proceedings of the 16th International Conference on Computer Supported Education, CSEDU 2024",,"International Conference on Computer Supported Education, CSEDU - Proceedings",2024,Scopus,,1,The proceedings contain 158 papers. The topics discussed include: students want to experiment while teachers care more about assessment! exploring how novices and experts engage in course design; exploring the impact of Covid-19 pandemic on the online learning experience of higher education students in Morocco; bridging skills and scenarios: initial steps towards using faded worked examples as personalized exercises in vocational education; the role of privacy and security concerns and trust in online teaching: experiences of higher education students in the kingdom of Saudi Arabia; large language models in civic education on the supervision and risk assessment of public works; on few-shot prompting for controllable question-answer generation in narrative comprehension; adaptation in learning analytics dashboards: a systematic review; analyzing learner strategies in programming using clickstream data; and predicting students’ final exam scores based on their regularity of engagement with pre-class activities in a flipped classroom.,Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193939211&partnerID=40&md5=56229edd20cce24304e02781bd40a76d,,,,"Science and Technology Publications, Lda",21845026,English,"Cited by: 0; Conference name: 16th International Conference on Computer Supported Education, CSEDU 2024; Conference date: 2 May 2024 through 4 May 2024; Conference code: 199597",Não é um artigo,"45588,9519212963","45591,5500694444",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,LEARNING ANALYTICS BASED INTERVENTIONS: A SYSTEMATIC REVIEW OF EXPERIMENTAL STUDIES,"Tepgeç, Mustafa and Ifenthaler, Dirk","Proceedings of the 19th International Conference on Cognition and Exploratory Learning in the Digital Age, CELDA 2022",2022,Scopus,327 – 330,,"Learning analytics includes interventions that will support learning and improve learning environments. Despite the fact that learning analytics is a promising field of study, the lack of empirical evidence on the effects of learning analytics-based interventions has been widely addressed in recent years. In this context, insights validated by experimental studies may play a crucial role. Therefore, there is a need for a report describing the methodological aspects and effects of current experimental interventions based on learning analytics. This systematic review provides an in-depth examination of learning analytics research that reports experimental findings to evaluate learning analytics-based interventions. The PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) 2020 protocol provided the basis for the work of this systematic review. This review contained 52 papers that met the inclusion and exclusion criteria. The results show that student-facing dashboards are the most common learning analytics-based intervention. Evidence from how user data is handled for interventions demonstrates that the most common method is the distillation of data for human judgment. This study confirms that a significant proportion of experimental studies employing learning analytics interventions have demonstrated significant effects on learning outcomes. The effectiveness of learning analytics-based interventions is also addressed in this review in terms of motivation, engagement, and system usage behaviors. The findings of this study will contribute to the literature in terms of describing the experimentally validated findings of learning analytics-based interventions in depth. © 2022 Proceedings of the 19th International Conference on Cognition and Exploratory Learning in the Digital Age, CELDA 2022. All rights reserved.",Conference paper,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147522962&partnerID=40&md5=6510b88f15530b0a08ebc3724163d843,,Educational Data Mining; Experimental Studies; Intervention; Learning Analytics; Systematic Literature Review,Computer aided instruction; Distillation; E-learning; Learning systems; 'current; Educational data mining; Experimental study; Intervention; Learning analytic; Learning environments; Methodological aspects; Support learning; Systematic literature review; Systematic Review; Data mining,IADIS Press,,English,"Cited by: 4; Conference name: 19th International Conference on Cognition and Exploratory Learning in the Digital Age, CELDA 2022; Conference date: 8 November 2022 through 10 November 2022; Conference code: 186161","É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,9519212963","45591,5497916667",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,"Proceedings of the 5th European Conference on Software Engineering Education, ECSEE 2023",,ACM International Conference Proceeding Series,2023,Scopus,,,The proceedings contain 32 papers. The topics discussed include: reflections on training next-gen industry workforce on secure software development; the gap between higher education and the software industry – a case study on technology differences; using automatic program assessment in a software development project course; using learning analytics to identify student learning profiles for software development courses; learning analytics dashboard for educators: proposed project to design with pedagogical background; towards learning style prediction based on personality; adaptive learning path sequencing based on learning styles within n-dimensional spaces; learning style classification by using Bayesian networks based on the index of learning style; systematic literature review for the use of AI based techniques in adaptive learning management systems; and flipped teaching in software engineering education: results of a long-term study.,Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163470474&partnerID=40&md5=4cfa3f4c03413c8edb4204d335a8151f,,,,Association for Computing Machinery,,English,"Cited by: 0; Conference name: 5th European Conference on Software Engineering Education, ECSEE 2023; Conference date: 19 June 2023 through 21 June 2023; Conference code: 189271",Não é um artigo,"45588,9519212963","45591,5648263889",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,A Systematic Review of Studies on Decision-Making Systems for Teaching and Learning in K-12,"Barthakur, Abhinava and Marrone, Rebecca and Esnaashari, Shadi and Kovanovic, Vitomir and Dawson, Shane",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2024,Scopus,49 – 63,15159 LNCS,"Within the education sector, there is growing recognition of the importance of diverse data sets in aiding strategic decisions and supporting personalized learning. To date, this call for increased and more nuanced data has been translated into institutional use of data dashboards or learning analytics dashboards. While these dashboards have been extensively developed and adopted in higher education, there is limited research investigating the use of dashboards in K-12 education. To address this gap, this study presents a systematic literature review examining dashboards as a decision-making system in K-12 settings. Our analysis indicates significant underuse of data in these dashboards, with a concerning scarcity of implementations and evaluations in real-world classroom environments. To counteract these shortcomings, we propose a set of recommendations designed to enhance dashboard development by promoting the use of Learner Profiles (LPs). These guidelines aim to support educational outcomes and student success by informing the design and deployment of fine-grained dashboards aligned with the specific needs of K-12 education. By highlighting the current gaps and offering forward-looking recommendations, our study clarifies the present landscape and serves as a foundation for future research, with significant implications for educators, policymakers, and scholars interested in using LPs to improve student learning outcomes. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",Conference paper,10.1007/978-3-031-72315-5_4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205123908&doi=10.1007%2f978-3-031-72315-5_4&partnerID=40&md5=dda1262269879cd573d67eff08b30bce,,Dashboards; Decision-making; K-12; Learner Profiles; Systematic literature review,Adversarial machine learning; Decision making; Federated learning; Students; Teaching; Dashboard; Decision-making systems; Decisions makings; Education sectors; K-12; K-12 education; Learner profiles; Systematic literature review; Systematic Review; Teaching and learning; Contrastive Learning,Springer Science and Business Media Deutschland GmbH,03029743,English,"Cited by: 0; Conference name: 19th European Conference on Technology Enhanced Learning, EC-TEL 2024; Conference date: 16 September 2024 through 20 September 2024; Conference code: 319189","É uma revisão sistemática em LAD, mas não com foco no ensino superior","45588,9519212963","45615,0630324074",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,ACM International Conference Proceeding Series,,ACM International Conference Proceeding Series,2018,Scopus,,,The proceedings contain 60 papers. The topics discussed include: the half-life of MOOC knowledge: a randomized trial evaluating knowledge retention and retrieval practice in MOOCs; graph-based visual topic dependency models: supporting assessment design and delivery at scale; data-driven generation of rubric criteria from an educational programming environment; supporting teacher's intervention in students' virtual collaboration using a network based model; correlating affect and behavior in reasoning mind with state test achievement; license to evaluate: preparing learning analytics dashboards for educational practice; open learner models and learning analytics dashboards: a systematic review; multi-institutional positioning test feedback dashboard for aspiring students: lessons learnt from a case study in Flanders; a qualitative evaluation of a learning dashboard to support advisor-student dialogues; the classrooom as a dashboard: co-designing wearable cognitive augmentation for K-12 teachers; an application of participatory action research in advising-focused learning analytics; profiling students from their questions in a blended learning environment; recurrence quantification analysis as a method for studying text comprehension dynamics; towards a writing analytics framework for adult English language learners; epistemic network analysis of students' longer written assignments as formative/summative evaluation; and the influence of student's cognitive and motivational characteristics on student's use of a 4C/ID-based online learning environment and their learning gain.,Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046059060&partnerID=40&md5=b7007878f235d6ad9c378551de76bf7a,,,,Association for Computing Machinery,,English,"Cited by: 0; Conference name: 8th International Conference on Learning Analytics and Knowledge, LAK 2018; Conference date: 5 March 2018 through 9 March 2018; Conference code: 135442",Não é um artigo,"45588,9519212963","45591,5667592593",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,"Proceedings - 2021 16th Latin American Conference on Learning Technologies, LACLO 2021",,"Proceedings - 2021 16th Latin American Conference on Learning Technologies, LACLO 2021",2021,Scopus,,,"The proceedings contain 99 papers. The topics discussed include: predicting student performance using feature selection algorithms for deep learning models; ‘prediction’ in educational research: a bibliographic mapping of academic production over time; tools, resources and techniques for active learning at COVID-19 - a look at the private Brazilian higher education network; teaching computational thinking and introduction to programming through robotics amid the COVID-19 pandemic - an experience report; constraints, effectiveness and solutions in using google classroom as a learning management system during COVID-19 pandemic: a systematic literature review; online collaborative learning: analysis of the current state; meaningful learning: towards a meta-regulated learning model in hybrid education; and systematic mapping of Moodle dashboards focused on learning analytics tasks.",Conference review,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127131129&partnerID=40&md5=ec64ebefb9873aac187f8ca9cf50d9eb,,,,Institute of Electrical and Electronics Engineers Inc.,,English,"Cited by: 0; Conference name: 6th Latin American Conference on Learning Technologies, LACLO 2021; Conference date: 19 October 2021 through 21 October 2021; Conference code: 177612",Não é um artigo,"45588,9519212963","45591,5666203704",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Adaptation in Learning Analytics Dashboards: A Systematic Review,"Barbé, Rémi and Encelle, Benoît and Sehaba, Karim","International Conference on Computer Supported Education, CSEDU - Proceedings",2024,Scopus,75 – 86,2,"Although learning analytics dashboards (LAD) grow in numbers, they often fail to improve learner awareness as they lack adaptation capabilities. This paper presents a systematic review following the PRISMA statement, about the adaptation capabilities of LADs based on new definitions for LADs and learning indicators. A detailed analysis of 23 articles selected among 426 articles retrieved from databases was conducted based on a coding scheme, centered on adaptation and its dimensions, namely: to whom, what, to what, who, and how. The main result of this study is that there is more evidence of adaptable LADs than adaptive LADs. As a result, the road to adaptivity is worth exploring. The analysis of LAD’s common features led us to distinguish mainly 4 adaptable capabilities and 2 adaptive ones. Most of the adaptable capabilities consist of giving exploration power to the user and providing him with data filtering, zooming, or selection functionalities. In contrast, users have limited options when it comes to selecting indicators, their visualizations, and organization on the dashboard. Providing more flexible LADs could enhance their usability and increase learner awareness. Furthermore, the few adaptive features involve adaptations based on “if-then” rules and there are no reports of advanced computing techniques such as machine learning that could empower LAD’s adaptation. Copyright © 2024 by SCITEPRESS – Science and Technology Publications, Lda.",Conference paper,10.5220/0012628600003693,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193924496&doi=10.5220%2f0012628600003693&partnerID=40&md5=e291e9fa537fc7b1ab8db06b3c931edc,,Adaptation; Learning Analytics Dashboards; Learning Indicators; Systematic Review,Adaptation; Adaptive features; Adaptivity; Coding scheme; Common features; Data filtering; Learning analytic dashboard; Learning indicator; Power; Systematic Review; E-learning,"Science and Technology Publications, Lda",21845026,English,"Cited by: 1; Conference name: 16th International Conference on Computer Supported Education, CSEDU 2024; Conference date: 2 May 2024 through 4 May 2024; Conference code: 199597; All Open Access, Hybrid Gold Open Access",,"45588,9519212963","45591,5665277778",thiagogomesverissimo,thiagogomesverissimo,Accepted,
,Learning analytics and personalization of learning: a review; [Análise de aprendizagem e personalização de aprendizagem: uma revisão]; [Análisis de aprendizaje y personalización del aprendizaje: una revisión],"Gonzalez, Nubia Andrea del Pilar and Chiappe, Andrés",Ensaio,2024,Scopus,,32,"Education in the 21st century is increasingly mediated by digital technologies in a context in which enormous amounts of information are daily generated. Regarding this and considering the imminent application of emerging trends such as “Internet of Things” (IoT), the study of its educational effects becomes a matter of great relevance for both educational researchers and practitioners. In this context, “Learning Analytics” takes on special importance as a perspective to approach the aforementioned issue, especially from a very relevant topic: the personalization of learning. In this sense, a systematic review of literature about learning analytics published in the last two decades was carried out to identify its potential as a factor in strengthening the personalization of learning. The results show a set of key factors that include aspects related to assessment, the use of dashboards, social learning networks, and intelligent tutoring, and the importance of monitoring, feedback, and support. © (2024), (SciELO-Scientific Electronic Library Online). All Rights Reserved.",Review,10.1590/S0104-40362024003204234,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187151456&doi=10.1590%2fS0104-40362024003204234&partnerID=40&md5=a278551cfb1994e04e23081ef8826d3c,,21st-Century Skills; Data Science Applications in Education; Evaluation Methodologies; Information Literacy; Pedagogical Issues,,Fundacao Cesgranrio,01044036,English,"Cited by: 0; All Open Access, Gold Open Access","É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,9519212963","45591,5722569445",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,"Integrating assessment, feedback, and learning analytics in educational games: Literature review and design of an assessment engine","Chaudy, Yaëlle and Connolly, Thomas M.",Research Anthology on Developments in Gamification and Game-Based Learning,2021,Scopus,1803 – 1846,4-4,"Assessment is a crucial aspect of any teaching and learning process. New tools such as educational games offer promising advantages: they can personalize feedback to students and save educators time by automating the assessment process. However, while many teachers agree that educational games increase motivation, learning, and retention, few are ready to fully trust them as an assessment tool. A likely reason behind this lack of trust is that educational games are distributed as black boxes, unmodifiable by educators and not providing enough insight about the gameplay. This chapter presents three systematic literature reviews looking into the integration of assessment, feedback, and learning analytics in educational games. It then proposes a framework and present a fully developed engine. The engine is used by both developers and educators. Designed to separate game and assessment, it allows teachers to modify the assessment after distribution and visualize gameplay data via a learning analytics dashboard. © 2022, IGI Global.",Book chapter,10.4018/978-1-6684-3710-0.ch088,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163656150&doi=10.4018%2f978-1-6684-3710-0.ch088&partnerID=40&md5=8cc5632e76753fcde156628adf17d03e,,,,IGI Global,,English,Cited by: 0,É uma revisão sistemática não relacionada a Learning Analytics ou LAD,"45588,9519212963","45591,5704861111",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Utilising learning analytics for study success: A systematic review of five years of research (2013-17),"Yau, Jane and Mah, Dana-Kristin and Ifenthaler, Dirk",,2018,OpenAlex,,,None,Journal Article,,,,,Learning Analytics | Data-driven Education | Student Performance Prediction | Educational Data Mining | Predictive Analysis | Empirical research | Empirical evidence,,,,,"É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,9518055556","45595,5207060185",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,A Review of Learning Analytics Dashboard and a Novel Application in Maritime Simulator Training,"Munim, Ziaul and Kim, Taeeun",AHFE international,2023,OpenAlex,,,"Developing a Learning Analytics Dashboard (LAD) to evaluate maritime simulation training performance based on key performance indicators (KPIs) of maritime navigational competence can improve learning efficiency and effectiveness. Relevant data needs to be fed from simulation training logs and other sources, analysed using appropriate visualization and artificial intelligence approaches, and reported in a single window with valuable insights for trainees and instructors. This study provides a Systematic Literature Review (SLR) of published literature on LADs using scientometric tools and techniques. The findings reveal six research clusters and publication trends in LAD research. An example of a novel application of Automated Machine Learning (AutoML) analysing data from maritime desktop simulator training is presented for future maritime LAD development.",Journal Article,10.54941/ahfe1003158,https://doi.org/10.54941/ahfe1003158,,,Dashboard | Learning analytics | Predictive Analytics | Analytics | Performance indicator,,2771-0718,,,,"45588,9518055556","45595,515787037",thiagogomesverissimo,thiagogomesverissimo,Accepted,
,From Data to Outcomes: Experimental Learning Analytics Insights,"Tepgeç, Mustafa and Ifenthaler, Dirk",,2024,OpenAlex,19--37,,"This systematic review, following the PRISMA 2020 protocol, provides a comprehensive analysis of experimental research in learning analytics. It identifies 52 relevant articles from various databases, shedding light on the evolution of experimental studies in this domain. The review reveals a significant increase in experimental studies in recent years, emphasizing the growing recognition of evidence-based research in learning analytics. These studies primarily focus on micro- and meso-level analytics, targeting students and instructors, highlighting the practicality and immediate impact of learning analytics in education. One of the most noteworthy findings is the positive impact of learning analytics-based interventions on key educational outcomes, including achievement, motivation, engagement, and system usage behaviors. These interventions demonstrate the potential to enhance academic achievements and create more engaging learning environments. The review also highlights the diversity of learning analytics interventions, such as learner-facing and instructor-facing dashboards, automated feedback, personalized feedback, and course material personalization. It underscores opportunities for further exploration in diagnostic, predictive, and prescriptive analytics to gain more comprehensive insights into educational phenomena. In conclusion, this systematic review reflects the evolving landscape of experimental research in learning analytics, its positive impact on education, and the potential for further advancements. It contributes to a more robust and empirically grounded understanding of learning analytics applications in education.",Book Section,10.1007/978-3-031-54207-7\_2,https://doi.org/10.1007/978-3-031-54207-7\_2,,,Learning Analytics | Data-driven Education | Educational Data Mining | Adaptive Learning Environments | Predictive Analysis | Data analysis,Springer International Publishing,2662-5628,,,"É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,9518055556","45593,0539236111",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Learning analytics and personalization of learning: a review,"Gonzalez, N. and Laverde, Andrés",Ensaio Avaliação e Políticas Públicas em Educação,2024,OpenAlex,,32,"Abstract Education in the 21 st century is increasingly mediated by digital technologies in a context in which enormous amounts of information are daily generated. Regarding this and considering the imminent application of emerging trends such as “Internet of Things” (IoT), the study of its educational effects becomes a matter of great relevance for both educational researchers and practitioners. In this context, “Learning Analytics” takes on special importance as a perspective to approach the aforementioned issue, especially from a very relevant topic: the personalization of learning. In this sense, a systematic review of literature about learning analytics published in the last two decades was carried out to identify its potential as a factor in strengthening the personalization of learning. The results show a set of key factors that include aspects related to assessment, the use of dashboards, social learning networks, and intelligent tutoring, and the importance of monitoring, feedback, and support.",Journal Article,10.1590/s0104-40362024003204234,https://doi.org/10.1590/s0104-40362024003204234,,,Learning Analytics | Data-driven Education | Educational Technology | Educational Data Mining | Online Learning,Cesgranrio Foundation,0104-4036,,,"É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,9518055556","45593,0522800926",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,"Development of Visual Learning Analytic Tools to Explore Performance and Engagement of Students in Primary, Secondary, and Higher Education","Mohseni, Zeynab",,2024,OpenAlex,,,"Schools and educational institutions collect large amounts of data about students and their learning, including text, grades, quizzes, timestamps, and other activities. However, in primary and secondary education, this data is often dispersed across different digital platforms, lacking standardized methods for collection, processing, analysis, and presentation. These issues hinder teachers and students from making informed decisions or strategic and effective use of data. This presents a significant obstacle to progress in education and the effective development of Educational Technology (EdTech) products. Visual Learning Analytics (VLA) tools, also known as Learning Analytics Dashboards (LADs), are designed to visualize student data to support pedagogical decision-making. Despite their potential, the effectiveness of these tools remains limited. Addressing these challenges requires both technical solutions and thoughtful design considerations, as explored in Papers 1 through 5 of this thesis. Paper 1 examines the design aspects of VLA tools by evaluating higher education data and various visualization and Machine Learning (ML) techniques. Paper 2 provides broader insights into the VLA landscape through a systematic review, mapping key concepts and research gaps in VLA and emphasizing the potential of VLA tools to enhance pedagogical decisions and learning outcomes. Meanwhile, Paper 3 delves into a technical solution (data pipeline and data standard) considering a secure Swedish warehouse, SUNET. This includes a data standard for integrating educational data into SUNET, along with customized scripts to reformat, merge, and hash multiple student datasets. Papers 4 and 5 focus on design aspects, with Paper 4 discussing the proposed Human-Centered Design (HCD) approach involving teachers in co-designing a simple VLA tool. Paper 5 introduces a scenario-based framework for Multiple Learning Analytics Dashboards (MLADs) development, stressing user engagement for tailored LADs that facilitate informed decision-making in education. The dissertation offers a comprehensive approach to advancing VLA tools, integrating technical solutions with user-centric design principles. By addressing data integration challenges and involving users in tool development, these efforts aim to empower teachers in leveraging educational data for improved teaching and learning experiences.",Thesis,10.15626/lud.532.2024,https://doi.org/10.15626/lud.532.2024,,,Student Performance Prediction | Student Engagement | Data-driven Education | Learning Analytics | Educational Data Mining | Primary (astronomy),,,,,É um estudo primário sobre LAD e não uma revisão sistemática ,"45588,9518055556","45591,5764236111",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Use of Learning Analytics Interactive Dashboards in Serious Games,"Scheneider, Thais and Lemos, Robson",Deleted Journal,2020,OpenAlex,150--174,8,"The learning analytics in serious games, corresponds to a subject in increasing demand in the educational field. In this context, there is a need to study how data visualizations found in the literature are adopted in learning analytics in serious games. This paper presents a Systematic Literature Review (SLR) on how the evolution of studies associated with the use of learning analytics interactive dashboards in serious games is processed, seeking to investigate the characteristics of using dashboards for viewing educational data. A bibliometric analysis was carried out in which 75 relevant studies were selected from the Scopus, Web of Science, and IEEExplore databases. From the data analysis, it was observed that in the current literature there is a reduced number of studies containing the main actors in the learning process, as follows: teachers/instructors, students/participants, game developers/designers, and managers/researchers. In the vast majority of investigated studies, data visualization algorithms are used, where the main focus takes into account only actors, such as teachers/instructors and students/participants.",Journal Article,10.31686/ijier.vol8.iss3.2220,https://doi.org/10.31686/ijier.vol8.iss3.2220,,,Learning Analytics | Cultural analytics | Data-driven Education | Educational Games | Game-Based Learning | Educational Data Mining,,,,,"É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,9518055556","45595,5348726852",thiagogomesverissimo,thiagogomesverissimo,Rejected,
,Analytics for Supporting Teaching Success in Higher Education: A Systematic Review,"Ifenthaler, Dirk and Yau, Jane",2022 IEEE Global Engineering Education Conference (EDUCON),2022,OpenAlex,1721--1727,57,None,Journal Article,10.1109/educon52537.2022.9766734,https://doi.org/10.1109/educon52537.2022.9766734,,,Learning Analytics | Student Performance Prediction | Data-driven Education | Educational Technology | Educational Data Mining,,,,,"É uma revisão sistemática em Learning Analytics, mas não focada apenas em LAD","45588,9518055556","45595,5333449074",thiagogomesverissimo,thiagogomesverissimo,Rejected,
