Name,Scores,Questions,link,title,cc
,,,http://books.uc.pt/book?book=1056,A comemoração dos mortos no calendário dos vivos. O obituário medieval da Colegiada de São Bartolomeu de Coimbra. (Edição crítica e estudo do manuscrito),1.0
,,,http://books.uc.pt/book?book=1055,Animais do Nosso Mar,1.0
,,,http://books.uc.pt/book?book=1049,COVID-19. Normas de Orientação Clínica - Medicina Dentária,1.0
,,,http://books.uc.pt/book?book=1042,Francisco Dias Gomes. Duas tragédias clássicas: Ifigénia e Electra,1.0
,,,http://books.uc.pt/book?book=1059,"Luz, Vida e Saúde",1.0
,,,http://books.uc.pt/book?book=1053,"Revisitar Vieira no séc. XXI -  O Poder da Palavra - Escritas, Artes e Ensino de Vieira vol. II",1.0
,,,http://books.uc.pt/book?book=1052,Revisitar Vieira no séc. XXI - Cultura Política e Atualidade Vol. I ,1.0
,,,http://books.uc.pt/book?book=1050,Um Senhor Tavares: ensaios e erros,1.0
,,,http://books.uc.pt/book?book=1045,Visões da Luz,1.0
,,,http://books.uc.pt/book?book=1037,"(I)mobilidades na Pré-história. Pessoas, recursos, objetos, sítios e territórios",1.0
,,,http://books.uc.pt/book?book=1039,Catástrofes Naturais. Uma abordagem global,1.0
,,,http://books.uc.pt/book?book=1031,China Contemporânea,1.0
,,,http://books.uc.pt/book?book=1041,Curso Aristotélico Jesuíta Conimbricense. Tomo I: Comentários aos Livros Denominados ‘Parva Naturalia’,1.0
,,,http://books.uc.pt/book?book=1032,Lições de Ginecologia,1.0
,,,http://books.uc.pt/book?book=1029,Metodologia do Direito,1.0
,,,http://books.uc.pt/book?book=1033,"O Étimo Perdido: o SNS, o Estado Social e outras intervenções",1.0
,,,http://books.uc.pt/book?book=1046,Rainha Santa Isabel. Fontes para o seu Estudo,1.0
,,,http://books.uc.pt/book?book=1036,"Urban Transformations in the Late Antique West: Materials, Agents, and Models",1.0
,,,http://books.uc.pt/book?book=1040,"Dinâmicas da Personagem: Colóquio Internacional “Figuras da Ficção 5""",1.0
,,,http://books.uc.pt/book?book=1048,Mostras de Sentido no Fluir do Tempo: Estudos de Humanismo e Renascimento,1.0
,,,http://books.uc.pt/book?book=1034,O Humanismo português e europeu: no 5º centenário do Cicero Lusitanus,1.0
,,,http://books.uc.pt/book?book=1038,Perturbação Pós-Stress Traumático. Estudos em Angola,1.0
,,,http://books.uc.pt/book?book=1051,Separação e colaboração do Estado e da Igreja no tempo de Salazar: o caso dos feriados,0.0
,,,http://books.uc.pt/book?book=1035,"As Diatribes de Epicteto, livro I",1.0
,,,http://books.uc.pt/book?book=1028,História de Roma Antiga. Império e Romanidade Hispânica - Vol. II,1.0
,,,http://books.uc.pt/book?book=1030,Violência e abuso: respostas simples para questões complexas,1.0
,,,http://books.uc.pt/book?book=946,A Escrita do Eu. A Literatura como Laboratório da Vida,1.0
,,,http://books.uc.pt/book?book=963,"Casas, património, civilização. Nomos versus physis no Pensamento Grego",1.0
,,,http://books.uc.pt/book?book=965,Catástrofes Mistas. Uma perspetiva ambiental,1.0
,,,http://books.uc.pt/book?book=966,Chancelaria de D. Dinis Livro III | Volume I,1.0
,,,http://books.uc.pt/book?book=967,Chancelaria de D. Dinis Livro III | Volume II,1.0
,,,http://books.uc.pt/book?book=968,Clásicos en Escena Ayer y Hoy,1.0
,,,http://books.uc.pt/book?book=978,Estudos de linguística histórica: mudança e estandardização,1.0
,,,http://books.uc.pt/book?book=981,"Farmacopéa lisbonense ou Colecção dos simplices, preparações, e composições mais eficazes, e de maior uso (edição fac-similada da obra “Farmocopéa Lisbonense”)",1.0
,,,http://books.uc.pt/book?book=995,Manual do Cuidador,1.0
,,,http://books.uc.pt/book?book=997,Marcadores Discursivos e(m) Tradução II,1.0
,,,http://books.uc.pt/book?book=1002,Natal Verde - 30 Anos de Postais de Jorge Paiva,1.0
,,,http://books.uc.pt/book?book=1004,O PSS e a coordenação de segurança na construção,1.0
,,,http://books.uc.pt/book?book=1013,,1.0
,,,http://books.uc.pt/book?book=1015,Simmel: A Ruína ,1.0
,,,http://books.uc.pt/book?book=1023,科英布拉大学法学院历史回顾 (A Faculdade de Direito de Coimbra em Retrospectiva),1.0
,,,http://books.uc.pt/book?book=953,Angola. Bibliografia Antropológica,1.0
,,,http://books.uc.pt/book?book=954,Angola. Os Símbolos do Poder na Sociedade Tradicional,1.0
,,,http://books.uc.pt/book?book=961,"Cadernos do Ceis 20 N.º 28: Tendências no ensino da História na educação não superior: o lugar da História no currículo e na formação dos estudantes em Portugal, Espanha, França e Inglaterra",1.0
,,,http://books.uc.pt/book?book=970,Diamang. Estudo do Património Cultural da Ex-Companhia de Diamantes de Angola,1.0
,,,http://books.uc.pt/book?book=1044,Les symboles divinatoires: analyse socio-culturell e d’une technique de divination des Cokwe de l’Angola,0.0
,,,http://books.uc.pt/book?book=993,Les Symboles Divinatoires: Analyse Socio-Culturelle d’une Technique de Divination des Cokwe de l’Angola (Ngombo Ya Cisuka),1.0
,,,http://books.uc.pt/book?book=1001,Moçambique. Aspectos da Cultura Material,1.0
,,,http://books.uc.pt/book?book=960,"Cadernos do Ceis 20 N.º 27: População e desenvolvimento na Região Centro. Cenários, tendências e desafios",1.0
,,,http://books.uc.pt/book?book=980,,1.0
,,,http://books.uc.pt/book?book=994,Literatura e Emoções: A função hermenêutica dos afetos,1.0
,,,http://books.uc.pt/book?book=1011,"Portugal, Espanha e o Atlântico – I",1.0
,,,http://books.uc.pt/book?book=1020,,1.0
,,,http://books.uc.pt/book?book=944,A Aula de Geometria Descritiva da Faculdade de Matemática e a sua Coleção de Modelos de Olivier,1.0
,,,http://books.uc.pt/book?book=949,A formação inicial de professores nas humanidades: reflexões didáticas,1.0
,,,http://books.uc.pt/book?book=955,Antologia Grega. Epitáfios (livro VII),1.0
,,,http://books.uc.pt/book?book=956,"As fake news e a nova ordem (des)informativa na era da pós-verdade: Manipulação, Polarização, Filter Bubbles",1.0
,,,http://books.uc.pt/book?book=959,Cadernos do Ceis 20 N.º 26: Monumentos do Salazarismo. Curta-metragem retrospetiva,1.0
,,,http://books.uc.pt/book?book=962,Caminhantes. Um itinerário filosófico,1.0
,,,http://books.uc.pt/book?book=964,Catástrofes Antrópicas: Uma aproximação integral,1.0
,,,http://books.uc.pt/book?book=974,Eça Naturalista: O Crime do Padre Amaro e O Primo Basílio na imprensa coeva,1.0
,,,http://books.uc.pt/book?book=976,"Educação e humanidades digitais: aprendizagens, tecnologias e cibercultura",1.0
,,,http://books.uc.pt/book?book=977,Em tema de Fundações ,1.0
,,,http://books.uc.pt/book?book=982,"Figures de sages, figures de philosophes dans l'oeuvre de Plutarque",1.0
,,,http://books.uc.pt/book?book=988,"História, Tecnologias Digitais e Mobile Learning: ensinar História na era digital",1.0
,,,http://books.uc.pt/book?book=999,Minóicos: Os guardiães da primeira civilização europeia,1.0
,,,http://books.uc.pt/book?book=1006,Os estados e a ordem internacional contemporânea: Atas do V Encontro Luso-Espanhol de Professores de Direito Internacional e Relações Internacionais,1.0
,,,http://books.uc.pt/book?book=1008,Pedagogia e didática com as tecnologias digitais no ensino superior,1.0
,,,http://books.uc.pt/book?book=1009,Plutarco. Sobre comer carne,1.0
,,,http://books.uc.pt/book?book=1010,Plutarco. Vidas Paralelas – Alexandre e César,1.0
,,,http://books.uc.pt/book?book=1016,"Tanto Ella Assume Novitate al Fianco. Lisboa, Turim e o intercâmbio cultural do século das luzes à Europa pós-napoleónica",1.0
,,,http://books.uc.pt/book?book=1021,Visões Interdisciplinares sobre a Europa e o Mundo: Uma experiência de convergência disciplinar em homenagem a Maria Manuela Tavares Ribeiro,1.0
,,,http://books.uc.pt/book?book=951,A mobilidade académica e a emigração portuguesa qualificada,1.0
,,,http://books.uc.pt/book?book=979,Europatrida,1.0
,,,http://books.uc.pt/book?book=1012,Problemas de Historiografia Helenística,1.0
,,,http://books.uc.pt/book?book=948,A Filosofia da História e da Cultura em Fichte,1.0
,,,http://books.uc.pt/book?book=984,"Finanças, Economia e Instituições no Portugal Moderno (séculos XVI-XVIII)",1.0
,,,http://books.uc.pt/book?book=972,"Douta ignorância, Linguagem e Diálogo. O poder e os limites da palavra em Nicolau de Cusa",1.0
,,,http://books.uc.pt/book?book=1000,História da República. Acontecimentos e Protagonistas | Miunças 5,1.0
,,,http://books.uc.pt/book?book=992,La Cerámica Ática y su Historiografía,1.0
,,,http://books.uc.pt/book?book=1003,O multilateralismo: conceitos e práticas no século XXI,1.0
,,,http://books.uc.pt/book?book=1007,Os Palácios da Memória. Ensaios de Crítica Textual,1.0
,,,http://books.uc.pt/book?book=1018,Trajetos do envelhecimento: perspetivas teóricas e empíricas,1.0
,,,http://books.uc.pt/book?book=950,A Guerra e as Guerras Coloniais na África subsaariana (1914-1974),1.0
,,,http://books.uc.pt/book?book=952,A receção da penicilina em Portugal na literatura médico-farmacêutica e na imprensa diária (anos 40-60 do século xx),1.0
,,,http://books.uc.pt/book?book=957,"As Luzes do Príncipe. Sobre as experiências realizadas na Ilha do Príncipe em 1919, que ajudaram a validar a Teoria da Relatividade Geral",1.0
,,,http://books.uc.pt/book?book=983,"Filosofia, Psicologia e Psiquiatria: A liberdade na Antropologia de Hegel e a crítica ao modelo mecanicista da psiquiatria",1.0
,,,http://books.uc.pt/book?book=947,A Europa do Conhecimento,1.0
,,,http://books.uc.pt/book?book=973,Doutoramento Honoris Causa Sua Alteza o Xeque Doutor Sultan bin Muhammad bin Saqr bin Khalid bin Sultan bin Saqr bin Rashid,1.0
,,,http://books.uc.pt/book?book=971,Do manuscrito ao livro impresso I ,1.0
,,,http://books.uc.pt/book?book=986,,1.0
,,,http://books.uc.pt/book?book=987,"História, Histórias e Paradoxografia: Opera Omnia",1.0
,,,http://books.uc.pt/book?book=996,Manual Técnico do Nadador-Salvador,1.0
,,,http://books.uc.pt/book?book=1005,Obras de Maria Helena da Rocha Pereira: Receção das fontes clássicas em Portugal - Volume  VIII,1.0
,,,http://books.uc.pt/book?book=1014,"Rios de Portugal: Comunidades, Processos e Alterações",1.0
,,,http://books.uc.pt/book?book=1019,Uma história pessoal: Os mitos gregos,1.0
,,,http://books.uc.pt/book?book=945,A Biblioteca Joanina: Uma biblioteca Viva,0.0
,,,http://books.uc.pt/book?book=958,Biofísica médica: exercícios práticos,1.0
,,,http://books.uc.pt/book?book=969,"Comunicação, Política e Democracia",0.0
,,,http://books.uc.pt/book?book=975,Economia Monetária e Financeira,0.0
,,,http://books.uc.pt/book?book=989,La Biblioteca Joanina: Una biblioteca viva,0.0
,,,http://books.uc.pt/book?book=990,La Biblioteca Joanina: Una biblioteca viva,0.0
,,,http://books.uc.pt/book?book=991,La Biliothèque Joanina: Une bibliothèque vivante,0.0
,,,http://books.uc.pt/book?book=1017,The Joanine Library: A living library,0.0
,,,http://books.uc.pt/book?book=1022,ジョアニナ図書館:「生きた図書館」,0.0
,,,http://books.uc.pt/book?book=985,"Francisco Xavier de Meneses, IV Conde da Ericeira: O raiar das “Luzes” entre fastos barrocos ",1.0
,,,http://books.uc.pt/book?book=998,"Media: Poder, Representação e Epistemologias. Diálogos a propósito da obra de Isabel Ferin da Cunha",1.0
,,,http://books.uc.pt/book?book=862,A expressão das emoções I LED – viagem ao interior num computador,1.0
,,,http://books.uc.pt/book?book=866,Alcafache: 30 anos depois (reimpressão),1.0
,,,http://books.uc.pt/book?book=867,Antologia grega. Epigramas de autores Cristãos. Livros I e VIII,1.0
,,,http://books.uc.pt/book?book=868,Antologia Grega. Epigramas Eróticos. Livro V,1.0
,,,http://books.uc.pt/book?book=869,Antologia grega. Epigramas Vários,1.0
,,,http://books.uc.pt/book?book=870,Antologia grega. Epigramas votivos e morais (livros VI e X),1.0
,,,http://books.uc.pt/book?book=872,Arqueologias de Império,1.0
,,,http://books.uc.pt/book?book=873,Arquitetura Conventual e Cidade Medieval,1.0
,,,http://books.uc.pt/book?book=875,As cartas não mentem ,1.0
,,,http://books.uc.pt/book?book=876,As Serras de Xisto da cordilheira central ,1.0
,,,http://books.uc.pt/book?book=877,As Troianas,1.0
,,,http://books.uc.pt/book?book=878,"AZIMUTE Aferição das orientações das vistas indicadas por Duarte de Armas, nos códices A e B do «Livro das Fortalezas»",1.0
,,,http://books.uc.pt/book?book=879,"BiblioAlimentaria. Alimentação, Saúde e Sociabilidade à Mesa no acervo bibliográfico da Universidade de Coimbra",1.0
,,,http://books.uc.pt/book?book=880,Bico Bico Chão,1.0
,,,http://books.uc.pt/book?book=881,Career development in context,1.0
,,,http://books.uc.pt/book?book=882,Cáriton. Quéreas e Calírroe,1.0
,,,http://books.uc.pt/book?book=886,Cinemas em português,1.0
,,,http://books.uc.pt/book?book=888,Desplazamientos de la tradición clásica en las culturas hispánicas,1.0
,,,http://books.uc.pt/book?book=891,Escrever para não morrer,1.0
,,,http://books.uc.pt/book?book=893,Ética Indagações e Horizontes,1.0
,,,http://books.uc.pt/book?book=894,"Geografia, Culturas e Riscos - Vol.II",1.0
,,,http://books.uc.pt/book?book=895,"Geografia, Paisagens e Riscos - Vol.I",1.0
,,,http://books.uc.pt/book?book=897,Gleaming Coffins,1.0
,,,http://books.uc.pt/book?book=898,Gramática Derivacional do Português,1.0
,,,http://books.uc.pt/book?book=899,Hidraulica Urbana 4ª ed,1.0
,,,http://books.uc.pt/book?book=900,Hipócrates. Juramento dos fetos de oito meses das mulheres inférteis,1.0
,,,http://books.uc.pt/book?book=903,Ianus: innovación docente y reelaboraciones del legado clásico,1.0
,,,http://books.uc.pt/book?book=905,Irreligiosidad y Literatura en la Atenas Clásica,1.0
,,,http://books.uc.pt/book?book=906,Lições de Direito Administrativo,1.0
,,,http://books.uc.pt/book?book=909,"Medeia, Safo, Antígona. Mitos eternos, novas leituras",1.0
,,,http://books.uc.pt/book?book=910,Memórias da Guerra de Troia: a performance do passado épico na Odisseia de Homero,1.0
,,,http://books.uc.pt/book?book=911,Mesas Luso Brasileiras I,1.0
,,,http://books.uc.pt/book?book=912,Mesas Luso Brasileiras II,1.0
,,,http://books.uc.pt/book?book=913,Mostras de Sentido no Fluir do Tempo,1.0
,,,http://books.uc.pt/book?book=914,Narrativas Mediáticas e Comunicação,1.0
,,,http://books.uc.pt/book?book=918,O meu país é o que o mar não quer e outras peças,1.0
,,,http://books.uc.pt/book?book=919,O Paganismo em Fernando Pessoa,1.0
,,,http://books.uc.pt/book?book=920,O sangue de Bizâncio: ascensão e queda do império romano do oriente,1.0
,,,http://books.uc.pt/book?book=921,"Oficinas de Muhipiti: planeamento estratégico, património, desenvolvimento",1.0
,,,http://books.uc.pt/book?book=922,Olhares Cruzados sobre as Regiões Ultraperiféricas da União Europeia ,1.0
,,,http://books.uc.pt/book?book=924,"Para uma História do VIH/Sida
",1.0
,,,http://books.uc.pt/book?book=926,Peças para uma voz,1.0
,,,http://books.uc.pt/book?book=928,Platão ,1.0
,,,http://books.uc.pt/book?book=929,Plutarco - A fortuna ou a virtude de Alexandre Magno,1.0
,,,http://books.uc.pt/book?book=930,Pontos nos iii Science Beer Talks,1.0
,,,http://books.uc.pt/book?book=931,Pragmática. Uma introdução,1.0
,,,http://books.uc.pt/book?book=932,Proteção Contra Radiações na Comunidade de Países de Língua Portuguesa,1.0
,,,http://books.uc.pt/book?book=933,Reso - Pseudo Eurípides,1.0
,,,http://books.uc.pt/book?book=934,Resumo Documental (reimpressão) ,1.0
,,,http://books.uc.pt/book?book=935,"Ricardo Jorge. Ciência, humanismo e modernidade",1.0
,,,http://books.uc.pt/book?book=937,Rituais hermenêuticos ,1.0
,,,http://books.uc.pt/book?book=939,Sic It Ur In Vrbem ,1.0
,,,http://books.uc.pt/book?book=940,Tempestades clássicas: dos Antigos à Era dos Descobrimentos ,1.0
,,,http://books.uc.pt/book?book=941,Termos filosóficos de Epicuro,1.0
,,,http://books.uc.pt/book?book=874,"Arquitetura, Política e Saúde",1.0
,,,http://books.uc.pt/book?book=885,Cícero: Obra e Recepção,1.0
,,,http://books.uc.pt/book?book=887,De Volta à Viagem,1.0
,,,http://books.uc.pt/book?book=915,O Curso Aristotélico Jesuíta Conimbricense,1.0
,,,http://books.uc.pt/book?book=916,O herói épico ,1.0
,,,http://books.uc.pt/book?book=936,Riscos e crises: da teoria à plena manifestação,1.0
,,,http://books.uc.pt/book?book=943,Vida da Faculdade de Letras (2017-2018),1.0
,,,http://books.uc.pt/book?book=917,O Melhor é a Água: da Antiguidade Clássica aos Nossos Dias,1.0
,,,http://books.uc.pt/book?book=1111," História Antiga: relações interdisciplinares: paisagens urbanas, rurais & sociais",1.0
,,,http://books.uc.pt/book?book=865,Advances in Forest Fire Research,1.0
,,,http://books.uc.pt/book?book=1113,"História Antiga: Relações Interdisciplinares: Fontes, Artes, Filosofia, Política,  Religião e Receção",1.0
,,,http://books.uc.pt/book?book=863,A Lusitânea e Galécia,1.0
,,,http://books.uc.pt/book?book=864,A Poiesis da democracia,1.0
,,,http://books.uc.pt/book?book=889,Dos princípios da Classificação Decimal Universal a uma prática Harmonizada,1.0
,,,http://books.uc.pt/book?book=927,Pessoas de livro: estudos sobre a personagem,1.0
,,,http://books.uc.pt/book?book=871,Aprendizagem Computacional em Engenharia,1.0
,,,http://books.uc.pt/book?book=896,Gil Vicente,1.0
,,,http://books.uc.pt/book?book=892,Estudos Clássicos IV: Percursos,1.0
,,,http://books.uc.pt/book?book=925,Património Urban(ístic)o e Desenvolvimento: uma década de estudos sobre a dimensão urbana do património,1.0
,,,http://books.uc.pt/book?book=907,Lições de Matemática II,0.0
,,,http://books.uc.pt/book?book=938,Se eu vivesse tu morrias e outros textos,1.0
,,,http://books.uc.pt/book?book=942,Transparências: linguagem e reflexão de Cícero a Pessoa ,1.0
,,,http://books.uc.pt/book?book=1054,The Coimbra Jesuit Aristotelian Course,1.0
,,,http://books.uc.pt/book?book=884,Catalogação e estudo crítico da obra de Manuel Faria àguarda da Biblioteca Geral da Universidade de Coimbra,1.0
,,,http://books.uc.pt/book?book=761,A Biblioteca Joanina: Uma biblioteca viva,0.0
,,,http://books.uc.pt/book?book=1099,A Cultura Epigráfica no conuentus Bracaraugustanus (pars occidentalis): percursos pela sociedade brácara da época romana vol. II,1.0
,,,http://books.uc.pt/book?book=763,A economia social e civil: Estudos,1.0
,,,http://books.uc.pt/book?book=764,A economia social e civil: Estudos de fiscalidade,1.0
,,,http://books.uc.pt/book?book=766,"A Universidade Pombalina. Ciência, Território e Coleções Científicas",1.0
,,,http://books.uc.pt/book?book=768,Alcafache: 30 anos depois,1.0
,,,http://books.uc.pt/book?book=770,Antologia Grega. A Musa dos Rapazes (livro XII),1.0
,,,http://books.uc.pt/book?book=771,Antologia Grega. Apêndice de Planudes (livro XVI),1.0
,,,http://books.uc.pt/book?book=772,"Antonino Liberal. Metamorfoses. Tradução do grego, estudo introdutório e notas",1.0
,,,http://books.uc.pt/book?book=773,Arqueologia da transição: Entre o mundo romano e a Idade Média,1.0
,,,http://books.uc.pt/book?book=776,As reformas do setor público. Perspectiva ibérica no contexto pós-crise,1.0
,,,http://books.uc.pt/book?book=777,Atlas of Population Health in European Regions,1.0
,,,http://books.uc.pt/book?book=783,Controlo da estabilidade orçamental e limites territoriais ao poder tributário segundo a jurisprudência da UE,1.0
,,,http://books.uc.pt/book?book=784,Desafios actuais em matéria e sustentabilidade ambiental e energética,1.0
,,,http://books.uc.pt/book?book=787,Ensaios ruminantes: sobre a obra performativa de Patrícia Portela,1.0
,,,http://books.uc.pt/book?book=788,Estado Social. Constituição e pobreza. Estudos de Doutoramento I,1.0
,,,http://books.uc.pt/book?book=789,Estatística para a melhoria de processos: a perspectiva seis sigma,1.0
,,,http://books.uc.pt/book?book=790,Estudos de direito da energia,1.0
,,,http://books.uc.pt/book?book=794,"Geografia, turismo e patrimônio cultural: identidades usos e ideologias.",1.0
,,,http://books.uc.pt/book?book=797,Homenagem a António Gama,1.0
,,,http://books.uc.pt/book?book=801,La Bibliothèque Joanina : une bibliothèque vivante,1.0
,,,http://books.uc.pt/book?book=803,,1.0
,,,http://books.uc.pt/book?book=804,Legado clássico no Renascimento e sua receção: contributos para a renovação do espaço cultural europeu,1.0
,,,http://books.uc.pt/book?book=806,Lições de Direito Administrativo,1.0
,,,http://books.uc.pt/book?book=818,O binómio casos fáceis/casos difíceis e a categoria de inteligibilidade sistema jurídico                                                                                                                                                                                                                                                                                                                                                                                                                                 ,1.0
,,,http://books.uc.pt/book?book=820,O Ensino das Línguas Clássicas reflexões e experiências didáticas,1.0
,,,http://books.uc.pt/book?book=823,"O livro do tempo: escritas e reescritas. Teatro greco-latino e sua receção, Vol. I",1.0
,,,http://books.uc.pt/book?book=824,"O livro do tempo: escritas e reescritas. Teatro greco-latino e sua receção, Vol. II - Impressão",1.0
,,,http://books.uc.pt/book?book=825,O meu herbário de plantas medicinais,1.0
,,,http://books.uc.pt/book?book=829,Oportunidades económicas dos mercados voluntários de carbono no contexto das políticas agrícola e florestal. A Lousã como caso de estudo,1.0
,,,http://books.uc.pt/book?book=831,Os Direitos Fundamentais e a sua Circunstância,1.0
,,,http://books.uc.pt/book?book=834,Os novos desafios da política portuária,1.0
,,,http://books.uc.pt/book?book=835,Pagar a conta da cidade,1.0
,,,http://books.uc.pt/book?book=836,Pena de Morte I,1.0
,,,http://books.uc.pt/book?book=837,Pena de Morte II,1.0
,,,http://books.uc.pt/book?book=838,Pena de Morte III,1.0
,,,http://books.uc.pt/book?book=839,"Penicilina em Portugal (anos 40-50 do século XX): receção, importação e primeiros tratamentos",1.0
,,,http://books.uc.pt/book?book=841,Pessoas e Ideias em Trânsito: Percursos e Imaginários,1.0
,,,http://books.uc.pt/book?book=842,"Pharmacopea Ulyssiponense, Galenica, e Chymica",0.0
,,,http://books.uc.pt/book?book=843,Plauto. Comédia 'O Mercador',1.0
,,,http://books.uc.pt/book?book=844,Plutarco - Epítome da Comparação de Aristófanes e Menandro,1.0
,,,http://books.uc.pt/book?book=845,"Plutarque. Editions, traductions, paratextes",1.0
,,,http://books.uc.pt/book?book=846,Pólis/Cosmópolis: Identidades Globais & Locais,1.0
,,,http://books.uc.pt/book?book=850,Remédios vários e receitas aprovadas. Segredos vários - Edição do Caderno II do Manuscrito 142 do Arquivo Distrital de Braga,1.0
,,,http://books.uc.pt/book?book=851,Risco alimentar,1.0
,,,http://books.uc.pt/book?book=852,Risco ambiental. Homenagem ao Senhor Professor Doutor Adriano Vaz Serra,1.0
,,,http://books.uc.pt/book?book=853,Roteiro Jurídico comparado da eficiencia energética,1.0
,,,http://books.uc.pt/book?book=854,Sic itvr in vrbem: iniciação ao latim,1.0
,,,http://books.uc.pt/book?book=858,,1.0
,,,http://books.uc.pt/book?book=860,Trajectórias de sustentabilidade. Tributação e investimento,1.0
,,,http://books.uc.pt/book?book=1138,"Avulsos da História Moderna. Instituições, Pessoas e Conflitos | Miunças 4",1.0
,,,http://books.uc.pt/book?book=781,Cartas a um Pai Natal ambiental,1.0
,,,http://books.uc.pt/book?book=798,"Iberismos: Nação e transnação, Portugal e Espanha (c.1807-c.1931)",1.0
,,,http://books.uc.pt/book?book=799,Identity(ies): a multicultural and multidisciplinary approach,1.0
,,,http://books.uc.pt/book?book=814,Marcadores Discursivos e(m) Tradução,1.0
,,,http://books.uc.pt/book?book=821,O futuro do trabalho em debate: Simulação da Conferência Internacional do Trabalho na Universidade de Coimbra,1.0
,,,http://books.uc.pt/book?book=822,O Império da Vontade e a raiz cristã da descristianização,1.0
,,,http://books.uc.pt/book?book=833,"Os dirigentes do PAIGC (Partido Africano para a Independênciada Guiné e de Cabo Verde), da fundação à rutura 1956 - 1980",1.0
,,,http://books.uc.pt/book?book=848,,1.0
,,,http://books.uc.pt/book?book=861,Vida da Faculdade de Letras 2016/2017,1.0
,,,http://books.uc.pt/book?book=780,Brasil nas ondas do Mundo: Euro-Atlântico: Espaço de Diálogos,1.0
,,,http://books.uc.pt/book?book=792,"Fazer e pensar história medieval: Guia de estudo, investigação e docência",1.0
,,,http://books.uc.pt/book?book=808,Lições de Pediatria vol. I,1.0
,,,http://books.uc.pt/book?book=809,Lições de Pediatria vol. II,1.0
,,,http://books.uc.pt/book?book=810,Logística,0.0
,,,http://books.uc.pt/book?book=815,Memorias de Litteratura Portugueza [1792-1814] Os homens e as letras na Academia Real das Ciências de Lisboa,1.0
,,,http://books.uc.pt/book?book=805,Lições de Álgebra Linear,1.0
,,,http://books.uc.pt/book?book=908,Manual técnico do Nadador-Salvador,1.0
,,,http://books.uc.pt/book?book=840,Pervivencia del mundo clásico en la literatura: tradición y relecturas,1.0
,,,http://books.uc.pt/book?book=769,Alguns homens de meu tempo e outras memórias de Jaime Batalha Reis,1.0
,,,http://books.uc.pt/book?book=795,História do Galego-Português: Estado linguístico da Galiza e do Noroeste de Portugal desde o século XIII ao século XVI,1.0
,,,http://books.uc.pt/book?book=762,A Cultura Epigráfica no conuentus Bracaraugustanus (pars occidentalis): percursos pela sociedade brácara da época romana vol. I,1.0
,,,http://books.uc.pt/book?book=782,Ceuta não foi conquista mas começo dela,1.0
,,,http://books.uc.pt/book?book=1024,Cidade e Religião: a colegiada de Santa Justa de Coimbra na Idade Média,1.0
,,,http://books.uc.pt/book?book=812,Manual Técnico do Nadador-Salvador,0.0
,,,http://books.uc.pt/book?book=774,Obras de Maria Helena da Rocha Pereira: Arte antiga  - Volume IV,1.0
,,,http://books.uc.pt/book?book=828,Obras de Maria Helena da Rocha Pereira: Arte Antiga - Volume IV,1.0
,,,http://books.uc.pt/book?book=827,"Obras de Maria Helena da Rocha Pereira: Traduções do Grego Píndaro, Sófocles e Eurípedes -  Volume III",1.0
,,,http://books.uc.pt/book?book=759,A Agenda da União Europeia sobre os Direitos e Garantias da Defesa em Processo Penal:a “segunda vaga” e o seu previsível impacto sobre o direito português,1.0
,,,http://books.uc.pt/book?book=760,"A aventura da moeda única europeia: Enredos e dilemas, progressos e desafios. Ensaio de história e de política",1.0
,,,http://books.uc.pt/book?book=800,Introdução à Maçonaria,1.0
,,,http://books.uc.pt/book?book=802,La influencia de Os Lusíadas de Camões en la épica en castellano (1578-1627),1.0
,,,http://books.uc.pt/book?book=811,Manual de Investigação Qualitativa em Educação,1.0
,,,http://books.uc.pt/book?book=849,Recolha Poética (1954-2017),1.0
,,,http://books.uc.pt/book?book=775,Arte de falar e arte de estar calado: Augusto de Castro – Jornalismo e Diplomacia,1.0
,,,http://books.uc.pt/book?book=786,Direito da eficiência energética,1.0
,,,http://books.uc.pt/book?book=856,"Ténis: estratégia, perceção e ação",1.0
,,,http://books.uc.pt/book?book=816,"Narrativa e Media: Géneros, Figuras e Contextos",1.0
,,,http://books.uc.pt/book?book=830,Ortega y Gasset em Lisboa: Tradução e enquadramento de La razón histórica [Curso de 1944],1.0
,,,http://books.uc.pt/book?book=857,The edge of one many circles: Homenagem a Irene Ramalho Santos,1.0
,,,http://books.uc.pt/book?book=859,,1.0
,,,http://books.uc.pt/book?book=791,"Europa, Atlântico e o mundo: Mobilidades, crises, dinâmicas culturais. Pensar com Maria Manuela Tavares Ribeiro",1.0
,,,http://books.uc.pt/book?book=793,Fracasso e verdade na recepção de Políbio e Tucídides,1.0
,,,http://books.uc.pt/book?book=826,O sangue de Bizâncio: ascensão e queda do império romano do oriente,1.0
,,,http://books.uc.pt/book?book=778,"Avaliação Familiar. Vol. II: Vulnerabilidade, stress e adaptação - Impressão",1.0
,,,http://books.uc.pt/book?book=785,Diálogos Freireanos: A educação e formação de jovens e adultos em Portugal e no Brasil,1.0
,,,http://books.uc.pt/book?book=807,Lições de matemática II,0.0
,,,http://books.uc.pt/book?book=819,O Cinema no discurso do poder: Dicionário sobre legislação cinematográfica portuguesa (1896-1974),1.0
,,,http://books.uc.pt/book?book=765,"A esperança, utopia impossível? Da insatisfação como via do (que podemos) conhecer, e esperar, e devir",1.0
