id,created_at,updated_at,autorizado_em,file_id
301,2022-05-24 16:43:48.000,2022-05-24 16:52:30.000,2022-05-24 16:52:30.000,2862
302,2022-05-25 18:11:27.000,2022-05-25 19:56:45.000,2022-05-25 19:56:45.000,2695
303,2022-05-25 18:21:20.000,2022-05-25 19:56:49.000,2022-05-25 19:56:49.000,2860
304,2022-05-25 21:37:42.000,2022-05-26 07:04:45.000,2022-05-26 07:04:45.000,2732
305,2022-05-27 09:11:50.000,2022-05-27 12:10:39.000,2022-05-27 12:10:39.000,3313
306,2022-05-27 09:15:38.000,2022-05-27 12:10:43.000,2022-05-27 12:10:43.000,4638
307,2022-05-27 09:17:07.000,2022-05-27 15:55:38.000,2022-05-27 15:55:38.000,7958
308,2022-05-27 23:03:38.000,2022-05-28 08:25:30.000,2022-05-28 08:25:30.000,4260
309,2022-05-29 16:06:31.000,2022-05-29 18:11:17.000,2022-05-29 18:11:17.000,4353
310,2022-05-30 08:08:53.000,2022-05-30 08:37:52.000,2022-05-30 08:37:52.000,4749
311,2022-05-31 14:58:12.000,2022-05-31 15:20:34.000,2022-05-31 15:20:34.000,2043
312,2022-05-31 16:13:24.000,2022-06-01 07:05:40.000,2022-06-01 07:05:40.000,2417
313,2022-06-01 11:40:56.000,2022-06-01 12:22:22.000,2022-06-01 12:22:22.000,2933
314,2022-06-02 03:52:44.000,2022-06-02 07:12:12.000,2022-06-02 07:12:12.000,2304
315,2022-06-02 11:03:04.000,2022-06-02 11:33:02.000,2022-06-02 11:33:02.000,2695
316,2022-06-02 11:04:27.000,2022-06-02 11:33:07.000,2022-06-02 11:33:07.000,3302
317,2022-06-02 13:34:33.000,2022-06-02 13:48:44.000,2022-06-02 13:48:44.000,2567
318,2022-06-02 19:26:28.000,2022-06-02 20:27:07.000,2022-06-02 20:27:07.000,2020
319,2022-06-03 06:44:40.000,2022-06-03 07:57:16.000,2022-06-03 07:57:16.000,4670
320,2022-06-04 12:09:25.000,2022-06-04 12:41:54.000,2022-06-04 12:41:54.000,2933
321,2022-06-05 02:48:28.000,2022-06-05 10:05:30.000,2022-06-05 10:05:30.000,3310
322,2022-06-05 22:33:44.000,2022-06-06 09:12:52.000,2022-06-06 09:12:52.000,2304
323,2022-06-06 18:34:52.000,2022-06-06 18:48:21.000,2022-06-06 18:48:21.000,3310
324,2022-06-07 15:24:42.000,2022-06-07 15:50:40.000,2022-06-07 15:50:40.000,3219
325,2022-06-07 15:37:17.000,2022-06-07 15:50:44.000,2022-06-07 15:50:44.000,2877
326,2022-06-07 15:38:41.000,2022-06-07 15:50:49.000,2022-06-07 15:50:49.000,2865
327,2022-06-08 16:03:00.000,2022-06-08 16:19:35.000,2022-06-08 16:19:35.000,3627
328,2022-06-10 10:32:08.000,2022-06-10 12:12:30.000,2022-06-10 12:12:30.000,5343
329,2022-06-13 11:45:01.000,2022-06-13 11:54:34.000,2022-06-13 11:54:34.000,2338
330,2022-06-13 12:20:57.000,2022-06-13 12:28:54.000,2022-06-13 12:28:54.000,2338
331,2022-06-13 14:19:57.000,2022-06-13 14:35:44.000,2022-06-13 14:35:44.000,2304
332,2022-06-14 11:54:53.000,2022-06-14 13:02:57.000,2022-06-14 13:02:57.000,4743
333,2022-06-15 02:01:38.000,2022-06-15 08:47:27.000,2022-06-15 08:47:27.000,2695
334,2022-06-15 14:40:58.000,2022-06-15 14:49:36.000,2022-06-15 14:49:36.000,3324
335,2022-06-15 17:44:51.000,2022-06-15 19:43:58.000,2022-06-15 19:43:58.000,2860
336,2022-06-16 14:47:17.000,2022-06-16 20:34:08.000,2022-06-16 20:34:08.000,2658
337,2022-06-19 13:38:08.000,2022-06-19 14:55:44.000,2022-06-19 14:55:44.000,4150
338,2022-06-20 19:04:03.000,2022-06-20 19:30:28.000,2022-06-20 19:30:28.000,2851
339,2022-06-21 11:48:32.000,2022-06-21 12:03:32.000,2022-06-21 12:03:32.000,3312
340,2022-06-21 14:21:53.000,2022-06-21 14:25:32.000,2022-06-21 14:25:32.000,3320
341,2022-06-23 18:50:50.000,2022-06-23 19:01:37.000,2022-06-23 19:01:37.000,2848
342,2022-06-24 10:59:05.000,2022-06-24 10:59:46.000,2022-06-24 10:59:46.000,2338
343,2022-06-24 23:47:19.000,2022-06-25 10:57:42.000,2022-06-25 10:57:42.000,2295
344,2022-06-25 17:19:00.000,2022-06-26 19:39:11.000,2022-06-26 19:39:11.000,2338
345,2022-06-26 21:12:03.000,2022-06-27 08:54:40.000,2022-06-27 08:54:40.000,2304
346,2022-06-27 14:27:49.000,2022-06-27 14:31:27.000,2022-06-27 14:31:27.000,2040
347,2022-06-28 10:08:14.000,2022-06-28 10:24:13.000,2022-06-28 10:24:13.000,5015
348,2022-06-28 18:06:30.000,2022-06-28 19:54:04.000,2022-06-28 19:54:04.000,919
349,2022-06-28 19:22:15.000,2022-06-28 19:54:09.000,2022-06-28 19:54:08.000,2322
350,2022-06-28 19:35:35.000,2022-06-28 19:54:13.000,2022-06-28 19:54:13.000,4141
351,2022-06-28 23:14:46.000,2022-06-29 08:20:27.000,2022-06-29 08:20:27.000,2020
352,2022-06-29 13:57:40.000,2022-06-29 14:19:06.000,2022-06-29 14:19:06.000,2338
353,2022-06-30 16:15:03.000,2022-06-30 17:06:06.000,2022-06-30 17:06:06.000,2338
354,2022-07-01 09:40:36.000,2022-07-01 15:57:34.000,2022-07-01 15:57:34.000,3313
355,2022-07-01 12:05:46.000,2022-07-01 15:57:41.000,2022-07-01 15:57:41.000,4499
356,2022-07-01 15:50:41.000,2022-07-01 15:57:49.000,2022-07-01 15:57:49.000,2708
357,2022-07-01 21:00:16.000,2022-07-02 05:42:16.000,2022-07-02 05:42:16.000,4396
358,2022-07-04 14:22:37.000,2022-07-04 16:49:18.000,2022-07-04 16:49:18.000,2166
359,2022-07-04 21:36:22.000,2022-07-05 05:11:07.000,2022-07-05 05:11:07.000,2983
360,2022-07-05 02:06:24.000,2022-07-05 05:11:13.000,2022-07-05 05:11:13.000,2069
361,2022-07-05 20:18:54.000,2022-07-05 20:46:10.000,2022-07-05 20:46:10.000,2851
362,2022-07-06 14:56:23.000,2022-07-08 08:17:49.000,2022-07-08 08:17:49.000,3324
363,2022-07-07 10:58:47.000,2022-07-08 08:17:59.000,2022-07-08 08:17:59.000,2769
364,2022-07-08 09:38:31.000,2022-07-08 10:20:55.000,2022-07-08 10:20:55.000,2338
365,2022-07-08 14:50:06.000,2022-07-08 15:42:49.000,2022-07-08 15:42:49.000,2025
366,2022-07-08 15:35:20.000,2022-07-08 15:42:54.000,2022-07-08 15:42:54.000,2179
367,2022-07-08 19:54:42.000,2022-07-09 05:26:18.000,2022-07-09 05:26:18.000,2567
368,2022-07-09 16:01:51.000,2022-07-09 17:56:42.000,2022-07-09 17:56:42.000,4273
369,2022-07-09 22:03:05.000,2022-07-09 23:20:56.000,2022-07-09 23:20:56.000,3313
370,2022-07-10 13:05:42.000,2022-07-10 14:07:58.000,2022-07-10 14:07:58.000,212
371,2022-07-10 21:02:54.000,2022-07-11 02:51:53.000,2022-07-11 02:51:53.000,2890
372,2022-07-13 02:19:36.000,2022-07-13 03:08:45.000,2022-07-13 03:08:44.000,993
373,2022-07-13 19:30:53.000,2022-07-14 02:52:12.000,2022-07-14 02:52:12.000,2663
374,2022-07-15 13:56:23.000,2022-07-15 14:03:58.000,2022-07-15 14:03:58.000,2898
375,2022-07-15 13:57:51.000,2022-07-15 14:04:02.000,2022-07-15 14:04:02.000,3210
376,2022-07-15 14:05:49.000,2022-07-15 14:32:49.000,2022-07-15 14:32:49.000,3210
377,2022-07-15 23:04:35.000,2022-07-16 03:46:40.000,2022-07-16 03:46:40.000,5326
378,2022-07-16 17:28:27.000,2022-07-17 01:04:21.000,2022-07-17 01:04:21.000,2658
379,2022-07-16 17:33:51.000,2022-07-17 01:04:31.000,2022-07-17 01:04:31.000,2338
380,2022-07-16 17:34:56.000,2022-07-17 01:04:37.000,2022-07-17 01:04:37.000,2789
381,2022-07-16 17:53:04.000,2022-07-17 01:04:47.000,2022-07-17 01:04:47.000,4718
382,2022-07-16 17:53:41.000,2022-07-17 01:04:55.000,2022-07-17 01:04:55.000,4717
383,2022-07-19 00:07:27.000,2022-07-19 03:00:54.000,2022-07-19 03:00:54.000,3020
384,2022-07-19 09:47:40.000,2022-07-19 14:51:16.000,2022-07-19 14:51:16.000,2338
385,2022-07-19 10:15:43.000,2022-07-19 14:51:22.000,2022-07-19 14:51:22.000,4297
386,2022-07-19 13:35:24.000,2022-07-19 14:51:32.000,2022-07-19 14:51:32.000,2895
387,2022-07-19 15:12:53.000,2022-07-19 16:48:25.000,2022-07-19 16:48:25.000,2732
388,2022-07-19 16:44:32.000,2022-07-19 16:48:30.000,2022-07-19 16:48:30.000,5015
389,2022-07-19 18:48:02.000,2022-07-20 01:47:39.000,2022-07-20 01:47:39.000,3301
390,2022-07-19 19:02:00.000,2022-07-20 01:47:45.000,2022-07-20 01:47:45.000,3283
391,2022-07-19 19:02:46.000,2022-07-20 01:47:51.000,2022-07-20 01:47:50.000,3331
392,2022-07-20 14:31:07.000,2022-07-20 14:58:02.000,2022-07-20 14:58:02.000,3210
393,2022-07-20 14:32:05.000,2022-07-20 14:58:06.000,2022-07-20 14:58:06.000,3347
394,2022-07-20 14:32:57.000,2022-07-20 14:58:09.000,2022-07-20 14:58:09.000,5085
395,2022-07-20 14:33:45.000,2022-07-20 14:58:14.000,2022-07-20 14:58:14.000,2901
396,2022-07-20 21:42:45.000,2022-07-21 01:45:47.000,2022-07-21 01:45:47.000,2448
397,2022-07-21 10:55:54.000,2022-07-21 13:33:14.000,2022-07-21 13:33:14.000,3319
398,2022-07-21 10:56:29.000,2022-07-21 13:33:23.000,2022-07-21 13:33:23.000,3330
399,2022-07-21 10:56:59.000,2022-07-21 13:33:29.000,2022-07-21 13:33:29.000,3332
400,2022-07-21 10:57:30.000,2022-07-21 13:33:35.000,2022-07-21 13:33:35.000,2671
401,2022-07-21 22:40:23.000,2022-07-22 02:01:20.000,2022-07-22 02:01:20.000,2441
402,2022-07-22 15:52:20.000,2022-07-22 15:59:38.000,2022-07-22 15:59:38.000,3637
403,2022-07-22 16:24:38.000,2022-07-22 17:55:33.000,2022-07-22 17:55:33.000,2740
404,2022-07-22 16:25:44.000,2022-07-22 17:55:38.000,2022-07-22 17:55:38.000,2767
405,2022-07-23 22:53:30.000,2022-07-24 05:32:19.000,2022-07-24 05:32:19.000,2445
406,2022-07-24 18:06:37.000,2022-07-26 08:22:00.000,2022-07-26 08:22:00.000,2933
407,2022-07-25 11:14:38.000,2022-07-26 08:22:04.000,2022-07-26 08:22:04.000,2791
408,2022-07-25 12:42:36.000,2022-07-26 08:22:08.000,2022-07-26 08:22:08.000,2305
409,2022-07-27 07:12:32.000,2022-07-27 09:53:18.000,2022-07-27 09:53:18.000,2297
410,2022-07-27 19:25:01.000,2022-07-28 08:21:04.000,2022-07-28 08:21:04.000,2973
411,2022-07-28 10:06:02.000,2022-07-28 10:28:02.000,2022-07-28 10:28:01.000,2338
412,2022-07-28 10:42:09.000,2022-07-28 11:09:37.000,2022-07-28 11:09:37.000,2957
413,2022-07-28 14:49:15.000,2022-07-28 14:55:23.000,2022-07-28 14:55:23.000,2338
414,2022-07-28 22:07:35.000,2022-07-29 08:38:05.000,2022-07-29 08:38:05.000,2677
415,2022-07-28 23:13:04.000,2022-07-29 08:38:09.000,2022-07-29 08:38:09.000,2441
416,2022-07-29 10:27:37.000,2022-07-29 12:34:56.000,2022-07-29 12:34:56.000,2024
417,2022-07-30 18:57:25.000,2022-07-30 20:00:26.000,2022-07-30 20:00:26.000,3324
418,2022-08-01 15:58:10.000,2022-08-01 16:52:22.000,2022-08-01 16:52:22.000,3272
419,2022-08-01 15:59:32.000,2022-08-01 16:52:26.000,2022-08-01 16:52:26.000,2673
420,2022-08-01 15:59:58.000,2022-08-01 16:52:31.000,2022-08-01 16:52:31.000,2672
422,2022-08-01 16:00:47.000,2022-08-01 16:52:42.000,2022-08-01 16:52:42.000,2836
423,2022-08-01 16:01:10.000,2022-08-01 16:52:46.000,2022-08-01 16:52:46.000,2924
424,2022-08-01 20:32:38.000,2022-08-02 08:18:40.000,2022-08-02 08:18:40.000,2448
425,2022-08-02 11:15:58.000,2022-08-02 12:05:17.000,2022-08-02 12:05:17.000,2338
426,2022-08-03 12:53:00.000,2022-08-03 13:04:43.000,2022-08-03 13:04:43.000,4270
427,2022-08-03 17:07:11.000,2022-08-03 17:39:46.000,2022-08-03 17:39:46.000,2847
428,2022-08-03 17:41:19.000,2022-08-03 19:29:36.000,2022-08-03 19:29:36.000,2697
429,2022-08-03 18:45:36.000,2022-08-03 19:29:42.000,2022-08-03 19:29:42.000,2697
430,2022-08-03 22:12:54.000,2022-08-04 07:21:59.000,2022-08-04 07:21:59.000,3301
431,2022-08-05 16:16:24.000,2022-08-05 16:32:25.000,2022-08-05 16:32:25.000,2304
432,2022-08-07 15:53:49.000,2022-08-08 08:21:22.000,2022-08-08 08:21:22.000,993
433,2022-08-08 13:20:33.000,2022-08-08 14:26:44.000,2022-08-08 14:26:44.000,2851
434,2022-08-08 15:11:20.000,2022-08-08 15:17:39.000,2022-08-08 15:17:39.000,2321
435,2022-08-09 02:44:44.000,2022-08-09 05:40:35.000,2022-08-09 05:40:35.000,4351
436,2022-08-09 11:03:20.000,2022-08-09 11:44:16.000,2022-08-09 11:44:16.000,993
437,2022-08-10 10:55:15.000,2022-08-10 11:12:07.000,2022-08-10 11:12:07.000,2695
438,2022-08-11 10:28:24.000,2022-08-11 10:29:47.000,2022-08-11 10:29:47.000,3404
439,2022-08-11 15:47:56.000,2022-08-11 17:55:49.000,2022-08-11 17:55:49.000,2916
440,2022-08-11 16:21:46.000,2022-08-11 17:55:53.000,2022-08-11 17:55:53.000,3250
441,2022-08-11 16:32:38.000,2022-08-11 17:55:58.000,2022-08-11 17:55:58.000,3404
442,2022-08-12 16:03:39.000,2022-08-12 16:55:14.000,2022-08-12 16:55:14.000,2786
443,2022-08-16 09:23:28.000,2022-08-16 09:24:28.000,2022-08-16 09:24:28.000,2441
444,2022-08-16 14:31:47.000,2022-08-16 15:03:46.000,2022-08-16 15:03:46.000,2338
445,2022-08-16 15:59:23.000,2022-08-18 07:24:38.000,2022-08-18 07:24:38.000,4314
446,2022-08-17 23:58:37.000,2022-08-18 07:24:42.000,2022-08-18 07:24:42.000,2341
447,2022-08-18 00:14:33.000,2022-08-18 07:24:47.000,2022-08-18 07:24:47.000,3310
448,2022-08-18 10:51:31.000,2022-08-18 11:15:39.000,2022-08-18 11:15:39.000,2872
449,2022-08-18 10:55:06.000,2022-08-18 11:15:42.000,2022-08-18 11:15:42.000,3292
450,2022-08-18 20:28:48.000,2022-08-19 09:14:33.000,2022-08-19 09:14:33.000,2338
451,2022-08-19 16:56:37.000,2022-08-19 17:27:45.000,2022-08-19 17:27:45.000,2008
452,2022-08-19 16:57:26.000,2022-08-19 17:27:50.000,2022-08-19 17:27:50.000,2008
453,2022-08-19 22:31:00.000,2022-08-20 08:41:13.000,2022-08-20 08:41:13.000,3977
454,2022-08-20 14:53:12.000,2022-08-20 17:00:19.000,2022-08-20 17:00:19.000,2445
455,2022-08-20 17:24:21.000,2022-08-20 18:12:49.000,2022-08-20 18:12:49.000,2338
456,2022-08-21 12:24:54.000,2022-08-21 14:42:33.000,2022-08-21 14:42:33.000,4747
457,2022-08-21 12:27:37.000,2022-08-21 14:42:37.000,2022-08-21 14:42:37.000,4771
458,2022-08-21 17:56:26.000,2022-08-22 08:58:37.000,2022-08-22 08:58:37.000,2448
459,2022-08-21 23:29:33.000,2022-08-22 08:58:42.000,2022-08-22 08:58:42.000,2304
460,2022-08-23 01:21:55.000,2022-08-23 06:56:11.000,2022-08-23 06:56:11.000,2338
461,2022-08-23 14:31:01.000,2022-08-23 15:32:35.000,2022-08-23 15:32:35.000,4563
462,2022-08-23 15:25:29.000,2022-08-23 15:32:42.000,2022-08-23 15:32:42.000,2338
463,2022-08-25 02:06:41.000,2022-08-25 06:58:35.000,2022-08-25 06:58:35.000,4148
464,2022-08-25 21:30:11.000,2022-08-26 08:15:04.000,2022-08-26 08:15:04.000,2334
465,2022-08-25 23:17:15.000,2022-08-26 08:15:08.000,2022-08-26 08:15:08.000,4273
466,2022-08-26 02:14:12.000,2022-08-26 08:15:12.000,2022-08-26 08:15:12.000,3294
467,2022-08-26 22:44:12.000,2022-08-27 08:31:25.000,2022-08-27 08:31:25.000,2315
468,2022-08-28 18:18:56.000,2022-08-31 09:03:52.000,2022-08-31 09:03:52.000,4273
469,2022-08-28 19:25:12.000,2022-08-28 20:39:23.000,2022-08-28 20:39:23.000,2753
470,2022-08-30 22:31:27.000,2022-08-31 08:47:34.000,2022-08-31 08:47:34.000,2169
471,2022-08-30 23:11:49.000,2022-08-31 08:47:39.000,2022-08-31 08:47:39.000,2735
472,2022-08-31 09:33:05.000,2022-08-31 09:37:49.000,2022-08-31 09:37:49.000,4273
473,2022-09-01 13:13:58.000,2022-09-01 14:17:42.000,2022-09-01 14:17:42.000,2111
474,2022-09-02 13:28:56.000,2022-09-02 14:26:03.000,2022-09-02 14:26:02.000,2918
475,2022-09-02 13:47:41.000,2022-09-02 14:26:06.000,2022-09-02 14:26:06.000,4399
476,2022-09-02 14:53:06.000,2022-09-02 15:59:26.000,2022-09-02 15:59:26.000,2295
477,2022-09-06 09:55:42.000,2022-09-06 10:20:03.000,2022-09-06 10:20:03.000,2020
478,2022-09-06 16:02:02.000,2022-09-06 19:19:49.000,2022-09-06 19:19:49.000,2895
479,2022-09-06 17:31:12.000,2022-09-06 19:19:53.000,2022-09-06 19:19:53.000,2895
480,2022-09-06 21:50:08.000,2022-09-08 11:44:33.000,2022-09-08 11:44:33.000,5015
481,2022-09-10 15:38:40.000,2022-09-11 12:34:14.000,2022-09-11 12:34:14.000,2338
482,2022-09-11 09:59:22.000,2022-09-11 12:34:19.000,2022-09-11 12:34:18.000,2742
483,2022-09-11 17:47:08.000,2022-09-11 18:49:37.000,2022-09-11 18:49:37.000,2338
484,2022-09-11 18:30:30.000,2022-09-11 18:49:41.000,2022-09-11 18:49:41.000,2448
485,2022-09-11 22:54:25.000,2022-09-12 08:39:53.000,2022-09-12 08:39:53.000,5515
486,2022-09-12 11:06:03.000,2022-09-12 11:11:26.000,2022-09-12 11:11:25.000,2338
487,2022-09-12 13:24:23.000,2022-09-12 13:27:06.000,2022-09-12 13:27:06.000,2285
488,2022-09-12 15:20:34.000,2022-09-12 16:13:49.000,2022-09-12 16:13:49.000,4747
489,2022-09-12 20:44:52.000,2022-09-13 08:20:25.000,2022-09-13 08:20:25.000,2334
490,2022-09-13 10:35:31.000,2022-09-13 11:28:25.000,2022-09-13 11:28:25.000,3622
491,2022-09-13 11:08:54.000,2022-09-13 11:28:29.000,2022-09-13 11:28:29.000,3011
492,2022-09-13 14:19:49.000,2022-09-13 14:25:49.000,2022-09-13 14:25:49.000,2860
493,2022-09-14 00:36:22.000,2022-09-14 09:09:22.000,2022-09-14 09:09:22.000,3250
494,2022-09-14 22:55:28.000,2022-09-15 09:18:45.000,2022-09-15 09:18:45.000,3404
495,2022-09-14 22:59:13.000,2022-09-15 09:18:49.000,2022-09-15 09:18:49.000,5015
496,2022-09-15 10:11:31.000,2022-09-15 11:26:21.000,2022-09-15 11:26:21.000,2338
497,2022-09-16 11:03:34.000,2022-09-16 11:05:17.000,2022-09-16 11:05:17.000,3387
498,2022-09-16 15:15:40.000,2022-09-16 17:11:21.000,2022-09-16 17:11:21.000,2895
499,2022-09-17 08:56:10.000,2022-09-17 11:18:35.000,2022-09-17 11:18:35.000,3294
500,2022-09-19 22:56:40.000,2022-09-20 08:30:49.000,2022-09-20 08:30:49.000,2448
501,2022-09-20 12:58:30.000,2022-09-20 13:08:13.000,2022-09-20 13:08:13.000,3294
502,2022-09-20 16:31:58.000,2022-09-23 14:45:37.000,2022-09-23 14:45:37.000,4262
503,2022-09-21 11:22:12.000,2022-09-23 14:45:41.000,2022-09-23 14:45:41.000,2445
504,2022-09-21 15:46:25.000,2022-09-23 14:45:45.000,2022-09-23 14:45:45.000,3259
505,2022-09-21 16:34:42.000,2022-09-23 14:45:50.000,2022-09-23 14:45:50.000,3301
506,2022-09-21 16:35:00.000,2022-09-23 14:45:55.000,2022-09-23 14:45:54.000,3301
507,2022-09-21 16:36:14.000,2022-09-23 14:46:03.000,2022-09-23 14:46:03.000,4718
508,2022-09-21 17:41:59.000,2022-09-23 14:46:07.000,2022-09-23 14:46:07.000,2448
509,2022-09-23 14:06:03.000,2022-09-23 14:46:11.000,2022-09-23 14:46:11.000,3194
510,2022-09-23 15:11:52.000,2022-09-23 17:16:36.000,2022-09-23 17:16:36.000,2338
511,2022-09-23 16:46:22.000,2022-09-23 17:16:40.000,2022-09-23 17:16:40.000,4603
512,2022-09-23 17:10:18.000,2022-09-23 17:16:44.000,2022-09-23 17:16:44.000,5270
513,2022-09-24 15:30:00.000,2022-09-24 15:39:02.000,2022-09-24 15:39:02.000,4804
514,2022-09-25 14:49:36.000,2022-09-25 18:16:22.000,2022-09-25 18:16:22.000,2161
515,2022-09-26 21:49:00.000,2022-09-27 06:00:42.000,2022-09-27 06:00:42.000,2848
516,2022-09-27 22:43:28.000,2022-09-28 07:21:54.000,2022-09-28 07:21:54.000,2338
517,2022-09-29 11:15:28.000,2022-09-29 12:58:58.000,2022-09-29 12:58:58.000,2338
518,2022-10-01 09:33:11.000,2022-10-01 10:13:14.000,2022-10-01 10:13:14.000,5266
519,2022-10-03 19:12:06.000,2022-10-03 20:40:07.000,2022-10-03 20:40:07.000,3637
520,2022-10-03 21:40:09.000,2022-10-04 06:50:49.000,2022-10-04 06:50:49.000,2305
521,2022-10-03 21:40:36.000,2022-10-04 06:50:53.000,2022-10-04 06:50:53.000,2305
522,2022-10-04 15:11:56.000,2022-10-04 16:46:43.000,2022-10-04 16:46:43.000,2114
523,2022-10-04 16:41:29.000,2022-10-04 16:46:50.000,2022-10-04 16:46:50.000,2732
524,2022-10-04 23:09:11.000,2022-10-05 08:07:18.000,2022-10-05 08:07:18.000,2933
525,2022-10-05 12:25:32.000,2022-10-05 12:33:37.000,2022-10-05 12:33:37.000,2338
526,2022-10-05 13:17:50.000,2022-10-05 13:49:16.000,2022-10-05 13:49:16.000,2008
527,2022-10-05 14:06:47.000,2022-10-05 14:12:23.000,2022-10-05 14:12:23.000,3400
528,2022-10-06 08:19:20.000,2022-10-06 08:38:02.000,2022-10-06 08:38:02.000,2338
529,2022-10-06 10:39:07.000,2022-10-06 12:36:48.000,2022-10-06 12:36:48.000,2338
530,2022-10-06 13:48:25.000,2022-10-06 13:53:35.000,2022-10-06 13:53:35.000,3307
531,2022-10-06 19:36:20.000,2022-10-06 21:06:35.000,2022-10-06 21:06:35.000,2338
532,2022-10-06 22:30:22.000,2022-10-07 08:07:36.000,2022-10-07 08:07:36.000,2338
533,2022-10-09 00:11:08.000,2022-10-09 10:50:36.000,2022-10-09 10:50:36.000,5515
534,2022-10-09 23:27:56.000,2022-10-10 07:26:28.000,2022-10-10 07:26:28.000,2895
535,2022-10-10 19:48:41.000,2022-10-10 20:58:06.000,2022-10-10 20:58:05.000,3404
536,2022-10-10 21:03:00.000,2022-10-11 09:17:16.000,2022-10-11 09:17:16.000,2338
537,2022-10-12 22:13:44.000,2022-10-13 08:14:56.000,2022-10-13 08:14:56.000,3313
538,2022-10-13 15:52:39.000,2022-10-13 19:03:11.000,2022-10-13 19:03:11.000,2851
539,2022-10-14 09:04:17.000,2022-10-14 09:11:35.000,2022-10-14 09:11:35.000,2332
540,2022-10-14 09:06:11.000,2022-10-14 09:11:39.000,2022-10-14 09:11:39.000,2338
541,2022-10-15 15:05:12.000,2022-10-15 16:35:41.000,2022-10-15 16:35:41.000,2338
542,2022-10-15 21:04:37.000,2022-10-16 09:21:39.000,2022-10-16 09:21:38.000,3148
543,2022-10-17 07:42:22.000,2022-10-17 08:06:50.000,2022-10-17 08:06:50.000,2338
544,2022-10-17 09:59:54.000,2022-10-17 10:05:11.000,2022-10-17 10:05:11.000,2305
545,2022-10-17 11:01:51.000,2022-10-17 11:12:48.000,2022-10-17 11:12:48.000,2732
546,2022-10-17 13:20:45.000,2022-10-17 13:39:55.000,2022-10-17 13:39:55.000,4459
547,2022-10-18 07:07:15.000,2022-10-18 07:48:37.000,2022-10-18 07:48:37.000,2136
548,2022-10-18 16:21:28.000,2022-10-18 17:19:58.000,2022-10-18 17:19:58.000,2338
549,2022-10-18 21:13:37.000,2022-10-19 09:55:19.000,2022-10-19 09:55:19.000,2338
550,2022-10-19 09:32:26.000,2022-10-19 09:55:26.000,2022-10-19 09:55:26.000,5015
551,2022-10-19 10:45:20.000,2022-10-19 11:08:03.000,2022-10-19 11:08:03.000,4804
552,2022-10-20 15:42:36.000,2022-10-20 15:58:37.000,2022-10-20 15:58:37.000,4064
553,2022-10-20 15:48:22.000,2022-10-20 15:58:41.000,2022-10-20 15:58:41.000,2851
554,2022-10-21 08:33:13.000,2022-10-21 09:00:10.000,2022-10-21 09:00:10.000,2775
555,2022-10-22 13:49:10.000,2022-10-22 15:10:10.000,2022-10-22 15:10:10.000,5618
556,2022-10-23 20:16:33.000,2022-10-24 09:02:37.000,2022-10-24 09:02:37.000,2339
557,2022-10-24 14:27:20.000,2022-10-24 14:50:30.000,2022-10-24 14:50:30.000,2872
558,2022-10-24 14:41:16.000,2022-10-24 14:50:35.000,2022-10-24 14:50:35.000,2338
559,2022-10-26 12:02:20.000,2022-10-26 12:56:37.000,2022-10-26 12:56:37.000,2851
560,2022-10-26 15:20:10.000,2022-10-26 17:18:00.000,2022-10-26 17:18:00.000,5015
561,2022-10-26 20:59:43.000,2022-10-27 08:20:32.000,2022-10-27 08:20:32.000,2338
562,2022-10-26 21:43:02.000,2022-10-27 08:20:36.000,2022-10-27 08:20:36.000,2338
563,2022-10-28 15:34:55.000,2022-10-28 19:11:24.000,2022-10-28 19:11:24.000,2969
564,2022-10-29 14:53:25.000,2022-10-29 16:58:22.000,2022-10-29 16:58:22.000,3203
565,2022-10-29 14:54:23.000,2022-10-29 16:58:26.000,2022-10-29 16:58:26.000,3203
566,2022-10-29 18:02:17.000,2022-10-29 18:17:37.000,2022-10-29 18:17:37.000,2338
567,2022-10-29 22:40:11.000,2022-10-30 09:30:56.000,2022-10-30 09:30:56.000,5523
568,2022-10-31 13:15:47.000,2022-10-31 13:29:11.000,2022-10-31 13:29:11.000,2443
569,2022-10-31 15:14:17.000,2022-10-31 15:19:07.000,2022-10-31 15:19:07.000,3317
570,2022-11-01 11:51:33.000,2022-11-03 19:19:28.000,2022-11-03 19:19:28.000,5515
571,2022-11-01 15:06:29.000,2022-11-03 19:19:51.000,2022-11-03 19:19:51.000,2128
572,2022-11-01 20:04:10.000,2022-11-03 19:19:55.000,2022-11-03 19:19:55.000,2908
573,2022-11-01 21:26:48.000,2022-11-03 19:19:59.000,2022-11-03 19:19:59.000,3581
574,2022-11-02 13:52:22.000,2022-11-03 19:20:03.000,2022-11-03 19:20:03.000,2338
575,2022-11-02 15:51:09.000,2022-11-03 19:20:06.000,2022-11-03 19:20:06.000,265
576,2022-11-02 22:40:07.000,2022-11-03 19:20:11.000,2022-11-03 19:20:11.000,2794
577,2022-11-03 10:26:05.000,2022-11-03 19:20:14.000,2022-11-03 19:20:14.000,2338
578,2022-11-03 14:24:06.000,2022-11-03 19:20:20.000,2022-11-03 19:20:20.000,3581
579,2022-11-03 15:43:59.000,2022-11-03 19:20:23.000,2022-11-03 19:20:23.000,2933
580,2022-11-03 18:42:12.000,2022-11-03 19:20:27.000,2022-11-03 19:20:27.000,2895
