COD_SETOR,COD_GRANDE,NOME_GRAND,COD_UF,NOME_DA_UF,COD_MESO,NOME_DA_ME,COD_MICRO,NOME_DA_MI,COD_RM,NOME_DA_RM,COD_MUNICI,NOME_DO_MU,COD_DISTRI,NOME_DO_DI,COD_SUBDIS,NOME_DO_SU,COD_BAIRRO,NOME_DO_BA,SITUACAO_S,V001,V002,V003
355030832000105,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,198,534,27
355030832000106,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,204,488,239
355030832000107,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,149,396,266
355030832000108,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,182,505,277
355030832000109,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,241,707,293
355030832000110,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,272,651,239
355030832000111,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,233,612,263
355030832000112,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,249,582,234
355030832000113,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,198,327,165
355030832000114,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,249,547,22
355030832000115,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,204,399,196
355030832000116,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,265,498,188
355030832000117,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,126,266,211
355030832000118,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,262,567,216
355030832000119,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,184,393,214
355030832000120,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,160,318,199
355030832000121,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,218,413,189
355030832000122,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,100,231,231
355030832000123,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,238,612,257
355030832000124,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,325,754,232
355030832000125,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,154,410,266
355030832000126,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,270,636,236
355030832000127,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,266,529,199
355030832000128,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,215,547,254
355030832000129,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,157,407,259
355030832000130,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,199,611,307
355030832000131,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,208,626,301
355030832000132,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,242,650,269
355030832000133,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,211,576,273
355030832000134,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,241,630,261
355030832000135,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,229,568,248
355030832000136,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,165,356,216
355030832000137,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,137,383,28
355030832000138,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,150,344,229
355030832000139,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,168,507,302
355030832000140,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,239,648,271
355030832000141,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,163,371,228
355030832000142,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,149,289,194
355030832000143,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,85,221,26
355030832000144,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,79,146,185
355030832000145,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,263,777,295
355030832000146,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,174,254,146
355030832000147,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,190,345,182
355030832000148,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,99,216,218
355030832000149,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,230,565,246
355030832000150,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,151,307,203
355030832000151,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,144,333,231
355030832000152,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,182,327,18
355030832000153,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,78,204,262
355030832000154,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,141,217,154
355030832000155,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,163,413,253
355030832000156,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,129,260,202
355030832000157,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,244,834,342
355030832000158,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,87,112,129
355030832000159,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,93,249,268
355030832000160,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,124,345,278
355030832000161,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,167,330,198
355030832000162,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,110,282,256
355030832000163,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,192,389,203
355030832000164,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,162,606,374
355030832000166,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,229,437,191
355030832000167,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,121,274,226
355030832000168,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,159,251,158
355030832000169,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,222,529,238
355030832000170,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,160,422,264
355030832000171,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,136,397,292
355030832000172,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,107,185,173
355030832000173,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,165,244,148
355030832000174,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,101,220,218
355030832000175,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,224,714,319
355030832000176,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,103,245,238
355030832000177,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030832,MOEMA,35503083200,MOEMA,3550308000,SÃO PAULO (todos os setores),1,54,173,32
355030833000001,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,246,806,328
355030833000002,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,185,607,328
355030833000003,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,299,1003,335
355030833000004,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,327,1103,337
355030833000005,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,161,531,33
355030833000006,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,192,658,343
355030833000007,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,101,336,333
355030833000008,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,283,902,319
355030833000009,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,115,395,343
355030833000010,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,221,787,356
355030833000011,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,74,260,351
355030833000012,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,209,724,346
355030833000013,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,300,1043,348
355030833000014,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,179,608,34
355030833000015,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,250,782,313
355030833000016,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,125,437,35
355030833000017,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,149,502,337
355030833000018,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,255,815,32
355030833000019,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,176,598,34
355030833000020,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,153,487,318
355030833000021,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,195,671,344
355030833000022,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,297,998,336
355030833000023,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,326,1066,327
355030833000024,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,299,937,313
355030833000025,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,253,835,33
355030833000026,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,52,187,36
355030833000027,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,163,440,27
355030833000028,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,156,564,362
355030833000029,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,177,583,329
355030833000030,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,128,425,332
355030833000031,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,144,535,372
355030833000032,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,323,1052,326
355030833000033,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,147,572,389
355030833000034,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,383,1282,335
355030833000035,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,334,1231,369
355030833000036,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,148,472,319
355030833000037,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,243,778,32
355030833000038,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,235,800,34
355030833000039,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,133,478,359
355030833000040,3,Região Sudeste,35,São Paulo,3515,Metropolitana de São Paulo,35061,São Paulo,20,RM São Paulo,3550308,SÃO PAULO,355030833,IGUATEMI,35503083300,IGUATEMI,3550308000,SÃO PAULO (todos os setores),1,312,998,32
